TransporterGroup	Family	Description
Tr92	COG4531	ABC-type Zn2+ transport system, periplasmic component/surface adhesin
Tr91	PF04995	Heme exporter protein D (CcmD)
Tr91	TIGR03141	cytochro_ccmD: heme exporter protein CcmD
Tr91	TIGR01190	ccmB: heme exporter protein CcmB
Tr91	TIGR01189	ccmA: heme ABC exporter, ATP-binding protein CcmA
Tr91	TIGR01191	ccmC: heme exporter protein CcmC
Tr91	COG3114	Heme exporter protein D
Tr91	COG2386	ABC-type transport system involved in cytochrome c biogenesis, permease component
Tr91	COG4133	ABC-type transport system involved in cytochrome c biogenesis, ATPase component
Tr91	COG0755	ABC-type transport system involved in cytochrome c biogenesis, permease component
Tr261	PF11744	Aluminium activated malate transporter
Tr6	PF16937	Type III secretion system translocator protein, HrpF
Tr178	PF08318	COG4 transport protein
Tr70	PF07321	Type III secretion protein YscO
Tr260	TIGR00771	DcuC: transporter, anaerobic C4-dicarboxylate uptake C (DcuC) family
Tr260	COG3069	C4-dicarboxylate transporter
Tr219	PF02535	ZIP Zinc transporter
Tr219	TIGR00820	zip: ZIP zinc/iron transport family
Tr219	COG0428	Predicted divalent heavy-metal cations transporter
Tr285	TIGR04077	expor_sig_YdyF: exported signaling peptide, YydF/SAG_2028 family
Tr228	PF02405	Permease MlaE
Tr228	TIGR00056	TIGR00056: ABC transport permease subunit
Tr228	COG0767	ABC-type transport system involved in resistance to organic solvents, permease component
Tr228	COG1127	ABC-type transport system involved in resistance to organic solvents, ATPase component
Tr109	COG4215	ABC-type arginine transport system, permease component
Tr109	COG4161	ABC-type arginine transport system, ATPase component
Tr109	COG4598	ABC-type histidine transport system, ATPase component
Tr109	COG4160	ABC-type arginine/histidine transport system, permease component
Tr160	TIGR01404	FlhB_rel_III: type III secretion protein, YscU/HrpY family
Tr160	COG4792	Type III secretory pathway, component EscU
Tr279	PF16166	Chloroplast import apparatus Tic20-like
Tr279	TIGR00994	3a0901s05TIC20: chloroplast protein import component, Tic20 family
Tr162	COG5571	Autotransporter protein or domain, integral membrane beta-barrel involved in protein secretion
Tr163	PF03934	Type II secretion system (T2SS), protein K
Tr163	PF11612	Type II secretion system (T2SS), protein J
Tr163	TIGR01711	gspJ: type II secretion system protein J
Tr163	COG3156	Type II secretory pathway, component PulK
Tr163	COG4795	Type II secretory pathway, component PulJ
Tr164	PF03977	Na+-transporting oxaloacetate decarboxylase beta subunit
Tr164	TIGR03136	malonate_biotin: Na+-transporting malonate decarboxylase, carboxybiotin decarboxylase subunit
Tr164	COG1883	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit
Tr165	PF02687	FtsX-like permease family
Tr165	TIGR00439	ftsX: putative protein insertion permease FtsX
Tr165	COG4181	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component
Tr165	COG0577	ABC-type antimicrobial peptide transport system, permease component
Tr165	COG3127	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, permease component
Tr165	COG1136	ABC-type antimicrobial peptide transport system, ATPase component
Tr165	COG4591	ABC-type transport system, involved in lipoprotein release, permease component
Tr166	PF03083	Sugar efflux transporter for intercellular exchange
Tr167	PF03334	Na+/H+ antiporter subunit
Tr167	PF01899	Na+/H+ ion antiporter subunit
Tr167	TIGR01300	CPA3_mnhG_phaG: monovalent cation/proton antiporter, MnhG/PhaG subunit
Tr167	TIGR00942	2a6301s05: multicomponent Na+:H+ antiporter
Tr167	COG1320	Multisubunit Na+/H+ antiporter, MnhG subunit
Tr167	COG1863	Multisubunit Na+/H+ antiporter, MnhE subunit
Tr270	PF01733	Nucleoside transporter
Tr270	TIGR00939	2a57: nucleoside Transporter
Tr271	TIGR04034	export_SdpA: antimicrobial peptide system protein, SdpA family
Tr272	COG4146	Predicted symporter
Tr273	PF15171	Neuropeptide secretory protein family, NPQ, spexin
Tr274	PF15178	Mitochondrial import receptor subunit TOM5 homolog
Tr275	PF10642	Mitochondrial import receptor subunit or translocase
Tr276	COG2409	Predicted drug exporters of the RND superfamily
Tr277	PF10270	Membrane magnesium transporter
Tr81	PF11382	Copper transport outer membrane protein, MctB
Tr301	PF06218	Nitrogen permease regulator 2
Tr222	TIGR04518	ECF_S_folT_fam: ECF transporter S component, folate family
Tr220	PF07824	Type III secretion chaperone domain
Tr86	PF06516	Purine nucleoside permease (NUP)
Tr94	PF02411	MerT mercuric transport protein
Tr139	PF14510	ABC-transporter extracellular N-terminal
Tr139	PF08370	Plant PDR ABC transporter associated
Tr139	PF06422	CDR ABC transporter
Tr139	PF05975	Bacterial ABC transporter protein EcsB
Tr139	TIGR00025	Mtu_efflux: ABC transporter efflux protein, DrrB family
Tr139	TIGR01188	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
Tr139	TIGR01291	nodJ: ABC-2 type transporter, NodJ family
Tr139	TIGR01288	nodI: nodulation ABC transporter NodI
Tr139	TIGR03740	galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit
Tr139	TIGR01257	rim_protein: rim ABC transporter
Tr139	TIGR00955	3a01204: pigment precursor permease
Tr139	COG0842	ABC-type multidrug transport system, permease component
Tr139	COG1131	ABC-type multidrug transport system, ATPase component
Tr139	COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component
Tr139	COG4473	Predicted ABC-type exoprotein transport system, permease component
Tr87	PF03401	Tripartite tricarboxylate transporter family receptor
Tr87	PF03600	Citrate transporter
Tr87	TIGR00935	2a45: arsenite/antimonite efflux pump membrane protein
Tr87	TIGR00784	citMHS: citrate transporter
Tr87	TIGR00775	NhaD: Na+/H+ antiporter, NhaD family
Tr87	COG1055	Na+/H+ antiporter NhaD and related arsenite permeases
Tr87	COG2851	H+/citrate symporter
Tr15	PF10661	WXG100 protein secretion system (Wss), protein EssA
Tr15	TIGR03927	T7SS_EssA_Firm: type VII secretion protein EssA
Tr14	PF02447	GntP family permease
Tr14	TIGR00791	gntP: transporter, gluconate:H+ symporter (GntP) family
Tr14	COG2610	H+/gluconate symporter and related permeases
Tr17	PF06965	Na+/H+ antiporter 1
Tr17	TIGR00773	NhaA: Na+/H+ antiporter NhaA
Tr17	COG3004	Na+/H+ antiporter
Tr16	TIGR00890	2A0111: oxalate/formate antiporter family transporter
Tr16	TIGR04259	oxa_formateAnti: oxalate/formate antiporter
Tr11	PF14931	Intraflagellar transport complex B, subunit 20
Tr10	PF02652	L-lactate permease
Tr10	TIGR00795	lctP: transporter, lactate permease (LctP) family
Tr10	COG1620	L-lactate permease
Tr13	PF09604	F subunit of K+-transporting ATPase (Potass_KdpF)
Tr13	TIGR02115	potass_kdpF: K+-transporting ATPase, F subunit
Tr12	PF00860	Permease family
Tr12	TIGR03173	pbuX: xanthine permease
Tr12	TIGR03616	RutG: pyrimidine utilization transport protein G
Tr12	TIGR00801	ncs2: uracil-xanthine permease
Tr12	COG2252	Permeases
Tr12	COG2233	Xanthine/uracil permeases
Tr85	TIGR02135	phoU_full: phosphate transport system regulatory protein PhoU
Tr85	TIGR00972	3a0107s01c2: phosphate ABC transporter, ATP-binding protein
Tr85	COG0704	Phosphate uptake regulator
Tr85	COG1117	ABC-type phosphate transport system, ATPase component
Tr19	COG4555	ABC-type Na+ transport system, ATPase component
Tr18	PF09930	Predicted transporter (DUF2162)
Tr18	PF03824	High-affinity nickel-transport protein
Tr18	TIGR00802	nico: transition metal uptake transporter, Ni2+-Co2+ transporter (NiCoT) family
Tr18	COG2215	ABC-type uncharacterized transport system, permease component
Tr18	COG3376	High-affinity nickel permease
Tr224	PF09822	ABC-type uncharacterized transport system
Tr88	PF01547	Bacterial extracellular solute-binding protein
Tr88	COG1653	ABC-type sugar transport system, periplasmic component
Tr88	COG0395	ABC-type sugar transport system, permease component
Tr88	COG4209	ABC-type polysaccharide transport system, permease component
Tr179	COG0559	Branched-chain amino acid ABC-type transport system, permease components
Tr259	PF04973	Nicotinamide mononucleotide transporter
Tr259	TIGR01528	NMN_trans_PnuC: nicotinamide mononucleotide transporter PnuC
Tr259	COG3201	Nicotinamide mononucleotide transporter
Tr199	PF00520	Ion transport protein
Tr199	PF08412	Ion transport protein N-terminal
Tr199	PF06512	Sodium ion transport-associated
Tr199	TIGR00932	2a37: transporter, monovalent cation:proton antiporter-2 (CPA2) family
Tr199	COG4651	Kef-type K+ transport system, predicted NAD-binding component
Tr199	COG1226	Kef-type K+ transport systems, predicted NAD-binding component
Tr198	TIGR03022	WbaP_sugtrans: undecaprenyl-phosphate galactose phosphotransferase WbaP
Tr198	TIGR03023	WcaJ_sugtrans: undecaprenyl-phosphate glucose phosphotransferase
Tr198	TIGR03025	EPS_sugtrans: exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
Tr195	TIGR00892	2A0113: monocarboxylate transporter
Tr194	PF09483	Type III secretion protein (HpaP)
Tr194	TIGR02557	HpaP: type III secretion protein HpaP
Tr197	PF07660	Secretin and TonB N terminus short domain
Tr197	PF00263	Bacterial type II and III secretion system protein
Tr197	PF03958	Bacterial type II/III secretion system short domain
Tr197	TIGR02517	type_II_gspD: type II secretion system protein D
Tr197	TIGR02516	type_III_yscC: type III secretion outer membrane pore, YscC/HrcC family
Tr197	COG4796	Type II secretory pathway, component HofQ
Tr197	COG1450	Type II secretory pathway, component PulD
Tr196	PF03151	Triose-phosphate Transporter family
Tr161	PF16940	Chloroplast envelope transporter
Tr190	PF09828	Chromate resistance exported protein
Tr190	PF02417	Chromate transporter
Tr190	TIGR00937	2A51: chromate efflux transporter
Tr190	COG2059	Chromate transport protein ChrA
Tr193	PF06979	Assembly, mitochondrial proton-transport ATP synth complex
Tr192	PF00892	EamA-like transporter family
Tr192	PF04142	Nucleotide-sugar transporter
Tr192	TIGR00950	2A78: carboxylate/amino acid/amine transporter
Tr192	TIGR00803	nst: UDP-galactose transporter
Tr192	COG5070	Nucleotide-sugar transporter
Tr192	COG0697	Permeases of the drug/metabolite transporter (DMT) superfamily
Tr192	COG2962	Predicted permeases
Tr192	COG5006	Predicted permease, DMT superfamily
Tr115	PF00482	Type II secretion system (T2SS), protein F
Tr115	PF12019	Type II transport protein GspH
Tr115	PF05157	Type II secretion system (T2SS), protein E, N-terminal domain
Tr115	PF00437	Type II/IV secretion system protein
Tr115	PF08334	Type II secretion system (T2SS), protein G
Tr115	PF02501	Type II secretion system (T2SS), protein I
Tr115	TIGR02120	GspF: type II secretion system protein F
Tr115	TIGR01708	typeII_sec_gspH: type II secretion system protein H
Tr115	TIGR02533	type_II_gspE: type II secretion system protein E
Tr115	TIGR03819	heli_sec_ATPase: helicase/secretion neighborhood ATPase
Tr115	TIGR01710	typeII_sec_gspG: type II secretion system protein G
Tr115	TIGR01707	gspI: type II secretion system protein I
Tr115	COG1459	Type II secretory pathway, component PulF
Tr115	COG0630	Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis
Tr115	COG2804	Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB
Tr115	COG2165	Type II secretory pathway, pseudopilin PulG
Tr114	PF11124	Inorganic phosphate transporter Pho86
Tr117	PF10636	Hemin uptake protein hemP
Tr117	COG4256	Hemin uptake protein
Tr116	PF02659	Putative manganese efflux pump
Tr209	TIGR00891	2A0112: MFS transporter, sialate:H+ symporter (SHS) family
Tr208	TIGR01097	PhnE: phosphonate ABC transporter, permease protein PhnE
Tr208	TIGR03431	PhnD: phosphonate ABC transporter, periplasmic phosphonate binding protein
Tr208	TIGR01098	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
Tr208	TIGR02315	ABC_phnC: phosphonate ABC transporter, ATP-binding protein
Tr208	COG3639	ABC-type phosphate/phosphonate transport system, permease component
Tr208	COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component
Tr208	COG3638	ABC-type phosphate/phosphonate transport system, ATPase component
Tr113	PF13593	SBF-like CPA transporter family (DUF4137)
Tr113	PF01758	Sodium Bile acid symporter family
Tr113	TIGR00841	bass: bile acid transporter
Tr113	COG0385	Predicted Na+-dependent transporter
Tr113	COG0798	Arsenite efflux pump ACR3 and related permeases
Tr112	TIGR01000	bacteriocin_acc: bacteriocin secretion accessory protein
Tr112	TIGR01193	bacteriocin_ABC: ABC-type bacteriocin transporter
Tr112	TIGR01846	type_I_sec_HlyB: type I secretion system ATPase
Tr112	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain
Tr205	COG4168	ABC-type antimicrobial peptide transport system, permease component
Tr204	PF16996	Accessory secretory protein Sec Asp4
Tr207	PF03812	2-keto-3-deoxygluconate permease
Tr207	TIGR00793	kdgT: 2-keto-3-deoxygluconate transporter
Tr206	PF11711	Inner membrane protein import complex subunit Tim54
Tr119	PF17112	Mitochondrial import receptor subunit Tom6, fungal
Tr118	PF02472	Biopolymer transport protein ExbD/TolR
Tr118	TIGR02797	exbB: tonB-system energizer ExbB
Tr118	TIGR02805	exbB2: tonB-system energizer ExbB
Tr118	TIGR02803	ExbD_1: TonB system transport protein ExbD
Tr118	TIGR02804	ExbD_2: TonB system transport protein ExbD
Tr118	COG0811	Biopolymer transport proteins
Tr118	COG0848	Biopolymer transport protein
Tr203	PF11130	F pilus assembly Type-IV secretion system for plasmid transfer
Tr203	TIGR02746	TraC-F-type: type-IV secretion system protein TraC
Tr202	PF08627	CRT-like, chloroquine-resistance transporter-like
Tr60	PF03349	Outer membrane protein transport protein (OMPP1/FadL/TodX)
Tr60	COG2067	Long-chain fatty acid transport protein
Tr61	PF03222	Tryptophan/tyrosine permease family
Tr61	PF01490	Transmembrane amino acid transporter protein
Tr61	TIGR00814	stp: serine transporter
Tr61	TIGR00837	araaP: aromatic amino acid transport protein
Tr61	COG0814	Amino acid permeases
Tr62	PF00909	Ammonium Transporter Family
Tr62	TIGR00836	amt: ammonium transporter
Tr62	COG0004	Ammonia permease
Tr63	TIGR00833	actII: transport protein
Tr281	PF08566	Mitochondrial import protein Pam17
Tr280	PF08449	UAA transporter family
Tr66	PF14785	Maltose transport system permease protein MalF P2 domain
Tr66	COG3833	ABC-type maltose transport systems, permease component
Tr66	COG1175	ABC-type sugar transport systems, permease components
Tr67	PF06826	Predicted Permease Membrane Region
Tr67	TIGR03802	Asp_Ala_antiprt: aspartate-alanine antiporter
Tr67	TIGR01625	YidE_YbjL_dupl: AspT/YidE/YbjL antiporter duplication domain
Tr67	COG2985	Predicted permease
Tr68	TIGR02789	nickel_nikB: nickel ABC transporter, permease subunit NikB
Tr68	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components
Tr69	PF09515	Thiamine transporter protein (Thia_YuaJ)
Tr69	TIGR02357	ECF_ThiT_YuaJ: energy-coupled thiamine transporter ThiT
Tr201	PF02705	K+ potassium transporter
Tr201	TIGR00794	kup: potassium uptake protein
Tr201	COG3158	K+ transporter
Tr289	PF01366	Herpesvirus processing and transport protein
Tr288	PF00844	Geminivirus coat protein/nuclear export factor BR1 family
Tr229	PF10304	Required for nuclear transport of RNA pol II C-terminus 2
Tr229	PF10363	Required for nuclear transport of RNA pol II C-terminus 1
Tr46	TIGR02857	CydD: thiol reductant ABC exporter, CydD subunit
Tr46	TIGR02868	CydC: thiol reductant ABC exporter, CydC subunit
Tr46	COG4988	ABC-type transport system involved in cytochrome bd biosynthesis, ATPase and permease components
Tr46	COG4987	ABC-type transport system involved in cytochrome bd biosynthesis, fused ATPase and permease components
Tr64	TIGR01010	BexC_CtrB_KpsE: polysaccharide export inner-membrane protein, BexC/CtrB/KpsE family
Tr64	COG3524	Capsule polysaccharide export protein
Tr64	COG1682	ABC-type polysaccharide/polyol phosphate export systems, permease component
Tr64	COG1134	ABC-type polysaccharide/polyol phosphate transport system, ATPase component
Tr173	TIGR00974	3a0107s02c: phosphate ABC transporter, permease protein PstA
Tr173	COG0581	ABC-type phosphate transport system, permease component
Tr65	TIGR02119	panF: sodium/pantothenate symporter
Tr65	COG4145	Na+/panthothenate symporter
Tr218	COG0396	ABC-type transport system involved in Fe-S cluster assembly, ATPase component
Tr188	PF10634	Fe2+ transport protein
Tr188	COG3470	Uncharacterized protein probably involved in high-affinity Fe2+ transport
Tr189	PF04290	Tripartite ATP-independent periplasmic transporters, DctQ component
Tr189	PF03480	Bacterial extracellular solute-binding protein, family 7
Tr189	PF06808	Tripartite ATP-independent periplasmic transporter, DctM component
Tr189	TIGR00787	dctP: TRAP transporter solute receptor, DctP family
Tr189	TIGR00786	dctM: TRAP transporter, DctM subunit
Tr189	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component
Tr189	COG1638	TRAP-type C4-dicarboxylate transport system, periplasmic component
Tr189	COG4663	TRAP-type mannitol/chloroaromatic compound transport system, periplasmic component
Tr189	COG1593	TRAP-type C4-dicarboxylate transport system, large permease component
Tr186	PF00188	Cysteine-rich secretory protein family
Tr187	TIGR04183	Por_Secre_tail: Por secretion system C-terminal sorting domain
Tr184	PF16954	Haem-transporter, endosomal/lysosomal, haem-responsive gene
Tr185	PF10032	Phosphate transport (Pho88)
Tr182	PF10599	Retro-transposon transporting motif
Tr183	TIGR02567	YscW: type III secretion system chaperone YscW
Tr180	PF09783	Vacuolar import and degradation protein
Tr180	COG5073	Vacuolar import and degradation protein
Tr181	PF12951	Autotransporter-associated beta strand repeat
Tr181	TIGR02601	autotrns_rpt: autotransporter-associated beta strand repeat
Tr181	COG3468	Type V secretory pathway, adhesin AidA
Tr106	COG2072	Predicted flavoprotein involved in K+ transport
Tr107	PF01970	Tripartite tricarboxylate transporter TctA family
Tr104	PF03547	Membrane transport protein
Tr104	TIGR00946	2a69: auxin efflux carrier
Tr104	COG0679	Predicted permeases
Tr105	COG0411	ABC-type branched-chain amino acid transport systems, ATPase component
Tr105	COG0410	ABC-type branched-chain amino acid transport systems, ATPase component
Tr102	PF03886	ABC-type transport auxiliary lipoprotein component
Tr103	TIGR00948	2a75: L-lysine exporter
Tr103	COG1279	Lysine efflux permease
Tr100	PF05662	Coiled stalk of trimeric autotransporter adhesin
Tr100	PF05658	Head domain of trimeric autotransporter adhesin
Tr101	PF03253	Urea transporter
Tr101	COG4413	Urea transporter
Tr216	PF06738	Putative threonine/serine exporter
Tr216	PF12821	Threonine/Serine exporter, ThrE
Tr217	PF05638	Type VI secretion system effector, Hcp
Tr217	TIGR03344	VI_effect_Hcp1: type VI secretion system effector, Hcp1 family
Tr252	COG4619	ABC-type uncharacterized transport system, ATPase component
Tr215	PF08619	Alkali metal cation/H+ antiporter Nha1 C terminus
Tr215	TIGR00844	c_cpa1: sodium/hydrogen antiporter
Tr212	COG2893	Phosphotransferase system, mannose/fructose-specific component IIA
Tr212	COG3444	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
Tr213	PF03169	OPT oligopeptide transporter protein
Tr213	TIGR00733	TIGR00733: oligopeptide transporter, OPT family
Tr213	TIGR00728	OPT_sfam: oligopeptide transporter, OPT superfamily
Tr213	TIGR00727	ISP4_OPT: small oligopeptide transporter, OPT family
Tr210	PF03583	Secretory lipase
Tr211	COG3822	ABC-type sugar transport system, auxiliary component
Tr73	PF02534	Type IV secretory system Conjugative DNA transfer
Tr73	COG3505	Type IV secretory pathway, VirD4 components
Tr72	PF17080	Multidrug Resistance efflux pump
Tr71	PF05742	Transport and Golgi organisation 2
Tr295	PF01749	Importin beta binding domain
Tr295	COG5064	Karyopherin (importin) alpha
Tr292	TIGR00896	CynX: cyanate transporter
Tr292	COG2807	Cyanate permease
Tr293	COG1455	Phosphotransferase system cellobiose-specific component IIC
Tr75	PF15894	Inhibitor of glucose uptake transporter SgrT
Tr74	PF12409	P5-type ATPase cation transporter
Tr79	PF03553	Na+/H+ antiporter family
Tr79	TIGR00931	antiport_nhaC: Na+/H+ antiporter NhaC
Tr79	COG2056	Predicted permease
Tr79	COG1757	Na+/H+ antiporter
Tr78	PF01235	Sodium:alanine symporter family
Tr78	COG1115	Na+/alanine symporter
Tr298	PF00689	Cation transporting ATPase, C-terminus
Tr298	PF12424	Plasma membrane calcium transporter ATPase C terminal
Tr298	TIGR01647	ATPase-IIIA_H: plasma-membrane proton-efflux P-type ATPase
Tr298	TIGR01523	ATPase-IID_K-Na: potassium/sodium efflux P-type ATPase, fungal-type
Tr298	TIGR01522	ATPase-IIA2_Ca: calcium-transporting P-type ATPase, PMR1-type
Tr298	TIGR01106	ATPase-IIC_X-K: Na,H/K antiporter P-type ATPase, alpha subunit
Tr298	COG0474	Cation transport ATPase
Tr147	PF03611	PTS system sugar-specific permease component
Tr147	PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
Tr147	COG2213	Phosphotransferase system, mannitol-specific IIBC component
Tr147	COG3775	Phosphotransferase system, galactitol-specific IIC component
Tr147	COG1762	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
Tr147	COG4668	Mannitol/fructose-specific phosphotransferase system, IIA domain
Tr97	TIGR01713	typeII_sec_gspC: type II secretion system protein C
Tr97	COG3031	Type II secretory pathway, component PulC
Tr177	PF13722	5TM C-terminal transporter carbon starvation CstA
Tr108	PF08817	WXG100 protein secretion system (Wss), protein YukD
Tr108	TIGR03920	T7SS_EccD: type VII secretion integral membrane protein EccD
Tr214	PF09794	Transport protein Avl9
Tr145	PF10614	Type VIII secretion system (T8SS), CsgF protein
Tr296	PF02064	MAS20 protein import receptor
Tr296	TIGR00985	3a0801s04tom: mitochondrial import receptor subunit
Tr297	PF17000	Accessory secretory protein Sec, Asp5
Tr191	TIGR04033	export_SdpB: antimicrobial peptide system protein, SdpB family
Tr294	PF03806	AbgT putative transporter family
Tr294	TIGR00819	ydaH: AbgT transporter family
Tr294	COG2978	Putative p-aminobenzoyl-glutamate transporter
Tr133	TIGR00949	2A76: homoserine/Threonine efflux protein
Tr133	COG1280	Putative threonine efflux protein
Tr132	COG1445	Phosphotransferase system fructose-specific component IIB
Tr132	COG3925	N-terminal domain of the phosphotransferase system fructose-specific component IIB
Tr132	COG1299	Phosphotransferase system, fructose-specific IIC component
Tr131	PF11093	Mitochondrial export protein Som1
Tr130	PF07664	Ferrous iron transport protein B C terminus
Tr130	PF02421	Ferrous iron transport protein B
Tr130	TIGR00437	feoB: ferrous iron transport protein B
Tr130	COG1918	Fe2+ transport system protein A
Tr130	COG0370	Fe2+ transport system protein B
Tr137	TIGR01197	nramp: metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family
Tr137	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family
Tr136	PF03594	Benzoate membrane transport protein
Tr136	TIGR00843	benE: benzoate transporter
Tr250	PF03605	Anaerobic c4-dicarboxylate membrane transporter
Tr250	TIGR00770	Dcu: transporter, anaerobic C4-dicarboxylate uptake (Dcu) family
Tr250	COG2704	Anaerobic C4-dicarboxylate transporter
Tr134	PF15048	Organic solute transporter subunit beta protein
Tr223	COG4586	ABC-type uncharacterized transport system, ATPase component
Tr77	PF11988	Retrograde transport protein Dsl1 N terminal
Tr77	PF11989	Retrograde transport protein Dsl1 C terminal
Tr221	PF00955	HCO3- transporter family
Tr138	PF03390	2-hydroxycarboxylate transporter family
Tr138	COG3493	Na+/citrate symporter
Tr227	PF06609	Fungal trichothecene efflux pump (TRI12)
Tr226	PF02374	Anion-transporting ATPase
Tr226	TIGR00345	GET3_arsA_TRC40: transport-energizing ATPase, TRC40/GET3/ArsA family
Tr225	PF10392	Golgi transport complex subunit 5
Tr76	PF03810	Importin-beta N-terminal domain
Tr76	PF08389	Exportin 1-like protein
Tr76	COG5101	Importin beta-related nuclear transport receptor
Tr76	COG5215	Karyopherin (importin) beta
Tr76	COG5656	Importin, protein involved in nuclear import
Tr269	PF04051	Transport protein particle (TRAPP) component
Tr269	COG5128	Transport protein particle (TRAPP) complex subunit
Tr99	PF04145	Ctr copper transporter family
Tr290	PF03619	Organic solute transporter Ostalpha
Tr48	PF03135	CagE, TrbE, VirB family, component of type IV transporter system
Tr48	PF05101	Type IV secretory pathway, VirB3-like protein
Tr48	TIGR00929	VirB4_CagE: type IV secretion/conjugal transfer ATPase, VirB4 family
Tr48	COG3451	Type IV secretory pathway, VirB4 components
Tr48	COG3702	Type IV secretory pathway, VirB3 components
Tr49	PF09474	Type III secretion system YscX (type_III_YscX)
Tr49	PF09621	Type III secretion system regulator (LcrR)
Tr49	TIGR01399	hrcV: type III secretion protein, HrcV family
Tr49	TIGR02568	LcrE: type III secretion regulator YopN/LcrE/InvE/MxiC
Tr49	TIGR02546	III_secr_ATP: type III secretion apparatus H+-transporting two-sector ATPase
Tr49	TIGR02502	type_III_YscX: type III secretion protein, YscX family
Tr49	TIGR02503	type_III_SycN: type III secretion chaperone SycN
Tr49	TIGR03496	FliI_clade1: flagellar protein export ATPase FliI
Tr49	TIGR03498	FliI_clade3: flagellar protein export ATPase FliI
Tr49	TIGR02511	type_III_tyeA: type III secretion effector delivery regulator, TyeA family
Tr49	TIGR02572	LcrR: type III secretion system regulator LcrR
Tr49	COG4789	Type III secretory pathway, component EscV
Tr49	COG1157	Flagellar biosynthesis/type III secretory pathway ATPase
Tr135	PF07331	Tripartite tricarboxylate transporter TctB family
Tr47	PF00358	phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 1
Tr47	PF00367	phosphotransferase system, EIIB
Tr47	TIGR01417	PTS_I_fam: phosphoenolpyruvate-protein phosphotransferase
Tr47	COG1264	Phosphotransferase system IIB components
Tr47	COG1263	Phosphotransferase system IIC components, glucose/maltose/N-acetylglucosamine-specific
Tr47	COG2190	Phosphotransferase system IIA components
Tr47	COG1925	Phosphotransferase system, HPr-related proteins
Tr44	COG4662	ABC-type tungstate transport system, periplasmic component
Tr45	COG4136	ABC-type uncharacterized transport system, ATPase component
Tr45	COG4135	ABC-type uncharacterized transport system, permease component
Tr42	PF03865	Haemolysin secretion/activation protein ShlB/FhaC/HecB
Tr42	PF16168	Adhesin of bacterial autotransporter system, probable stalk
Tr42	PF13018	Extended Signal Peptide of Type V secretion system
Tr42	TIGR04415	O_hepto_targRPT: autotransporter passenger strand-loop-strand repeat
Tr42	COG2831	Hemolysin activation/secretion protein
Tr43	TIGR01727	oligo_HPY: oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
Tr43	TIGR02769	nickel_nikE: nickel import ATP-binding protein NikE
Tr43	TIGR02770	nickel_nikD: nickel import ATP-binding protein NikD
Tr43	COG4608	ABC-type oligopeptide transport system, ATPase component
Tr43	COG4170	ABC-type antimicrobial peptide transport system, ATPase component
Tr43	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
Tr43	COG1124	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component
Tr43	COG4167	ABC-type antimicrobial peptide transport system, ATPase component
Tr40	TIGR03003	ectoine_ehuD: ectoine/hydroxyectoine ABC transporter, permease protein EhuD
Tr40	TIGR02995	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
Tr40	TIGR03004	ectoine_ehuC: ectoine/hydroxyectoine ABC transporter, permease protein EhuC
Tr40	TIGR03005	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
Tr41	TIGR01102	yscR: type III secretion apparatus protein, YscR/HrcR family
Tr41	TIGR02551	SpaO_YscQ: type III secretion apparatus protein, YscQ/HrcQ family
Tr41	COG4790	Type III secretory pathway, component EscR
Tr41	COG1886	Flagellar motor switch/type III secretory pathway protein
Tr83	COG4778	ABC-type phosphonate transport system, ATPase component
Tr83	COG4107	ABC-type phosphonate transport system, ATPase component
Tr111	COG4152	ABC-type uncharacterized transport system, ATPase component
Tr268	TIGR01256	modA: molybdate ABC transporter, periplasmic molybdate-binding protein
Tr268	TIGR03730	tungstate_WtpA: tungstate ABC transporter binding protein WtpA
Tr268	COG0725	ABC-type molybdate transport system, periplasmic component
