From	To
P33449	489323014
P33449	461637
O06967	489336124
O06967	2635995
O06967	81814872
O06967	16080535
O06967	728886402
P96712	1856977
P96712	225184712
P96712	75427882
P96712	255767085
P96712	728883194
P96712	489339182
Q8VYR7	4630748
Q8VYR7	257288392
Q8VYR7	219804894
Q8VYR7	75161527
Q8VYR7	23495359
Q8VYR7	17979133
Q8VYR7	219725762
Q8VYR7	23397182
Q8VYR7	330255714
Q8VYR7	30690607
Q8VYR7	20465345
Q8VYR7	257321143
Q9M1P7	332646809
Q9M1P7	219804898
Q9M1P7	219725764
Q9M1P7	257321145
Q9M1P7	257288394
Q9M1P7	6899937
Q9M1P7	20465401
Q9M1P7	15228719
Q9M1P7	18377739
Q9M1P7	75182036
P53838	1302342
P53838	6324054
P53838	1730641
Q3E954	294956509
Q3E954	240256349
Q3E954	332006059
Q3E954	294960101
Q9XI23	15218193
Q9XI23	257288396
Q9XI23	257321147
Q9XI23	5103843
Q9XI23	75215622
Q9XI23	332191205
Q9XI23	219804900
Q9XI23	219725766
Q9XI23	17978949
Q9SUU1	322510136
Q9SUU1	294960103
Q9SUU1	4049353
Q9SUU1	332660670
Q9SUU1	334187090
Q9SUU1	7270155
Q9SUU1	75209341
Q93Z13	332640875
Q93Z13	332640874
Q93Z13	257624644
Q93Z13	186509840
Q93Z13	257321097
Q93Z13	22330878
Q93Z13	219725716
Q93Z13	75163689
Q93Z13	23308463
Q93Z13	16604464
Q93Z13	219804848
Q93Z13	6437544
Q93Z13	257288346
Q9SSG5	257288398
Q9SSG5	219725768
Q9SSG5	219804902
Q9SSG5	12323887
Q9SSG5	75207517
Q9SSG5	332197513
Q9SSG5	5882742
Q9SSG5	22330637
Q9SSG5	257321149
P14772	457495
P14772	1360185
P14772	6323014
P14772	1297015
P14772	1495208
P14772	2506123
P19072	489205209
P19072	115118
P19072	9947554
P19072	15596787
O34545	489322002
O34545	23396476
O34545	2635444
O34545	16080012
O34545	728885893
P21175	9946990
P21175	12230875
P21175	489172582
P21175	151110
P21175	15596271
P21627	15596270
P21627	115122
P21627	9946989
P21627	1196741
P21627	489176870
P21628	489172576
P21628	115123
P21628	9946988
P21628	15596269
P21629	115124
P21629	15596268
P21629	489172570
P21629	9946987
P21630	489176868
P21630	15596267
P21630	9946986
P21630	115125
P25185	9947970
P25185	15597167
P25185	115126
P25185	489204397
Q07660	6319970
Q07660	74583651
Q07660	1431390
P53741	51013019
P53741	553136
P53741	172081
P53741	1302566
P53741	71042539
P53741	159795227
P53741	6324379
P53741	71042538
P53741	1730684
P53741	159795229
Q45340	499233966
Q45340	33594369
Q45340	328877354
Q45340	33564444
Q45340	328877353
Q45340	81346004
Q45340	328877352
P38770	488173
P38770	731649
P38770	6321825
Q2FH31	87128218
Q2FH31	123485970
Q2YY11	446962007
Q2YY11	123549169
Q2YY11	82656530
Q99U80	14247178
Q99U80	81781615
Q99U80	446962019
Q6G9F4	49244691
Q6G9F4	81649328
Q6G9F4	446962019
Q7A0W9	81704429
Q7A0W9	21204465
Q7A0W9	446962019
Q6GH01	81651153
Q6GH01	49241726
Q6GH01	446962011
Q5HG12	57286094
Q5HG12	81694517
Q5HG12	446962019
Q4L6B4	499595062
Q4L6B4	123660187
Q4L6B4	68447227
P94499	16079722
P94499	489338938
P94499	1710373
P94499	728885599
P94499	2635114
P94499	7404341
P94499	1934652
Q2FYM4	87202695
Q2FYM4	122539582
Q2FYM4	88195137
Q2FYM4	2315995
Q2FYM4	446962019
Q7A5N9	13701204
Q7A5N9	81705707
Q7A5N9	446962019
P0ADA0	15829705
P0ADA0	446071784
P0ADA0	13359908
P0ADA0	12513247
P0ADA0	83288455
P0ADA0	814573811
P0ADA0	937298332
P0ADA0	821097458
Q8CP86	488415893
Q8CP86	81842844
Q8CP86	27468008
Q8CP86	27315553
O06754	21903369
O06754	19553507
O06754	21325081
O06754	2125916
O06754	499324538
O06754	41326490
Q5HPD5	57637529
Q5HPD5	81674642
Q5HPD5	488377033
P0A1W8	446071770
P0A1W8	16418903
P0A1W8	60391845
P0A1W8	16763779
P0A1W8	217049
P0AD99	446071784
P0AD99	85674541
P0AD99	16128386
P0AD99	1657597
P0AD99	731472899
P0AD99	808733806
P0AD99	1773085
P0AD99	808703554
P0AD99	808729395
P0AD99	83288456
P0AD99	808699183
P0AD99	808716704
P0AD99	808707933
P0AD99	808721074
P0AD99	802133992
P0AD99	1786601
P0AD99	808712293
P0A1W9	446071770
P0A1W9	16759376
P0A1W9	29138485
P0A1W9	60391846
P0A1W9	16501667
P54104	732813
P54104	1705503
P71345	3023408
P71345	16272189
P71345	491962488
P71345	1573191
Q49XK9	123642579
Q49XK9	72495167
Q49XK9	499622389
P12428	402298
P12428	115140
P12428	157016
P12428	17647219
P12428	21428876
P12428	665403093
Q24739	2492600
Q24739	736327
P53062	51013793
P53062	1723982
P53062	1150592
P53062	6321190
P53062	1322919
Q9UT30	74625901
Q9UT30	19114867
Q9UT30	5701975
Q9VIL0	24585462
Q9VIL0	74869269
Q9VIL0	77403867
Q9VIL0	15291407
A2S1P8	261826738
A2S1P8	205831285
A2S1P8	490292936
Q62B05	81683780
Q62B05	490292936
Q62B05	52422435
Q62B05	53716465
A3P6Z9	206558142
A3P6Z9	126229404
A3P6Z9	490668169
I1WUC2	667467014
I1WUC2	385662444
I1WUC2	490665598
I1WUC2	772891847
Q3JL20	123597194
Q3JL20	76582834
Q3JL20	490663828
Q2T713	123539589
Q2T713	497581962
A3NLD7	500179032
A3NLD7	126222958
A3NLD7	206558186
Q63K32	772956925
Q63K32	52212969
Q63K32	81606433
Q63K32	490660328
Q63K32	53722555
A3MCG6	206558177
A3MCG6	490292936
A3MCG6	693271748
A3MCG6	126239330
O52903	61211368
O52903	259475421
O52903	2765001
O52903	300548603
O52903	259435374
O52903	300534923
A7ML93	156534160
A7ML93	166991453
A7ML93	752821567
A7ZUI6	157079619
A7ZUI6	166991291
A7ZUI6	446514006
P40408	728883054
P40408	2632431
P40408	489327687
P40408	16077232
P40408	732405
P40408	1944004
Q8X714	446513996
Q8X714	814578187
Q8X714	12518893
Q8X714	821093234
Q8X714	13364373
Q8X714	937302439
Q8X714	814570047
Q8X714	61211651
Q8X714	15834151
A1AIE8	446514033
A1AIE8	150438854
A1AIE8	115515363
A8A774	446514009
A8A774	157069123
A8A774	166991292
Q0TA90	110345902
Q0TA90	446514032
Q0TA90	150438855
Q8CVJ0	499389249
Q8CVJ0	61211638
Q8CVJ0	26111174
P06129	300548581
P06129	808702753
P06129	30749693
P06129	30749694
P06129	39654929
P06129	808707123
P06129	375332787
P06129	354459561
P06129	808720266
P06129	808711482
P06129	150261605
P06129	802137236
P06129	16131804
P06129	375332788
P06129	1790405
P06129	808728589
P06129	396313
P06129	259475399
P06129	85676095
P06129	30749691
P06129	416728
P06129	259435352
P06129	808698372
P06129	145440
P06129	110590408
P06129	290427
P06129	30749692
P06129	731472893
P06129	119389619
P06129	300534901
P06129	354459562
P06129	446514013
Q93SE0	14252934
Q93SE0	61211863
Q93SE0	446515667
Q1R3U1	446514033
Q1R3U1	150438856
Q1R3U1	91075092
A4WG45	145320528
A4WG45	166991452
A4WG45	506441262
Q6CZB5	61211472
Q6CZB5	499408242
Q6CZB5	49613684
Q7MYE3	61211595
Q7MYE3	499461658
Q7MYE3	36787990
Q6LLU3	61211504
Q6LLU3	499539193
Q6LLU3	46914960
Q57H87	446514057
Q57H87	73619640
Q57H87	62130222
Q8Z314	61211654
Q8Z314	16504617
Q8Z314	446514068
Q8Z314	16762313
Q8Z314	29139436
Q5PK67	61211400
Q5PK67	446514057
Q5PK67	56130224
P37409	20141233
P37409	16422697
P37409	153891
P37409	446514052
P37409	16767394
Q32AE6	82778851
Q32AE6	123561309
Q32AE6	446514035
Q32AE6	81242999
Q0SY25	446513992
Q0SY25	150438857
Q0SY25	110617373
Q3YV10	123615617
Q3YV10	73857945
Q3YV10	446514013
Q83IS4	30043003
Q83IS4	56480497
Q83IS4	61211629
Q83IS4	56384048
Q83IS4	446513990
A7MXY8	156524203
A7MXY8	501075729
A7MXY8	166991399
A7MXY8	538263866
A5F4P6	146316726
A5F4P6	172047524
A5F4P6	227011824
A5F4P6	447095054
Q87KN9	61211631
Q87KN9	491597194
Q87KN9	28807964
Q87KN9	28899712
Q7MQ42	499462028
Q7MQ42	259435382
Q7MQ42	61211592
Q7MQ42	37197089
Q7MQ42	300534931
Q7MQ42	300548611
Q7MQ42	259475429
Q9KVI9	15640186
Q9KVI9	61211683
Q9KVI9	9654557
Q9KVI9	447095054
C3LPZ6	254813496
C3LPZ6	227008278
C3LPZ6	447095054
A7FD14	568135543
A7FD14	166991400
A7FD14	152962379
Q8DD41	27360708
Q8DD41	61211639
Q8DD41	499391716
Q1CNP0	488156962
Q1CNP0	150438859
Q1CNP0	229678873
Q1CNP0	108773871
A4TRG0	488156962
A4TRG0	755364266
A4TRG0	145212465
A4TRG0	158514188
Q8ZAA1	21957007
Q8ZAA1	488156962
Q8ZAA1	45437759
Q8ZAA1	61211655
Q66G57	568135543
Q66G57	61211453
Q66G57	51587765
Q66G57	755362113
Q9HQ19	10580878
Q9HQ19	74569310
Q9HQ19	499205454
A8AHA4	172045580
A8AHA4	157083189
Q1CBU1	488156962
Q1CBU1	108778023
Q1CBU1	150438858
B7L6I4	446879262
B7L6I4	254813498
B7L6I4	218352005
Q8X4L7	15831672
Q8X4L7	446879257
Q8X4L7	13361885
Q8X4L7	821096056
Q8X4L7	12515722
Q8X4L7	814579332
Q8X4L7	937299264
Q8X4L7	814571927
Q8X4L7	20137341
A7ZMH9	752463557
A7ZMH9	166991401
A7ZMH9	157080300
A7ZMH9	446879263
B7MVJ0	254813499
B7MVJ0	218427220
B7MVJ0	446879249
B7NT65	446879272
B7NT65	218699721
B7NT65	218369707
B7NT65	226699586
B7M1C0	218361047
B7M1C0	226699587
B7M1C0	446879263
B7MAS2	226699584
B7MAS2	218365350
C4ZYH3	238863781
C4ZYH3	259585564
C4ZYH3	446879272
A1ABP7	166991403
A1ABP7	446879272
A1ABP7	115513012
B7US50	215264958
B7US50	446879245
B7US50	254813497
Q0THB7	446879246
Q0THB7	122958312
Q0THB7	110343425
A8A0Q3	166991402
A8A0Q3	157066852
A8A0Q3	446879273
Q8FH26	26108365
Q8FH26	446879250
Q8FH26	34222576
B5YPZ9	446879257
B5YPZ9	209162061
B5YPZ9	226699585
B1XG18	226699588
B1XG18	446879272
B1XG18	169889205
P06609	405944949
P06609	405944950
P06609	21465990
P06609	808722330
P06609	808735062
P06609	21465989
P06609	1742791
P06609	808730650
P06609	808717960
P06609	731470631
P06609	723586910
P06609	2507489
P06609	446879272
P06609	157835932
P06609	723586911
P06609	379318595
P06609	379318590
P06609	802135184
P06609	808713549
P06609	808709191
P06609	379318594
P06609	157835933
P06609	145443
P06609	808704826
P06609	808700451
P06609	16129667
P06609	379318589
P06609	1788004
B1IPL6	446879273
B1IPL6	169754867
B1IPL6	189081506
B0R5G3	167727194
B0R5G3	334305728
B0R5G3	499205454
B7N549	218432308
B7N549	446879282
B7N549	218705211
B7N549	226699589
B1LE19	226699591
B1LE19	446879272
B1LE19	170521307
B7LQ78	446877715
B7LQ78	226699592
B7LQ78	218356258
A6TAH6	150955567
A6TAH6	172052437
Q1RB84	446879272
Q1RB84	122423614
Q1RB84	91072499
B6I8R6	209912286
B6I8R6	446879274
B6I8R6	226699590
Q6D656	49611288
Q6D656	59797738
Q6LQ76	59797768
Q6LQ76	493274453
Q6LQ76	46913768
Q57PU6	446877731
Q57PU6	62127562
Q57PU6	75483705
A9MFB6	160864898
A9MFB6	189081507
B5FJA1	446877728
B5FJA1	226699594
B5FJA1	197939242
Q7N3Q3	59797835
Q7N3Q3	499459420
Q7N3Q3	36785984
B5QVW1	226699595
B5QVW1	206708956
B5QVW1	446877726
B4TGH8	446877728
B4TGH8	194408597
B4TGH8	226699597
B5RAW6	226699596
B5RAW6	205272718
B5RAW6	446877726
Q5PH87	446877724
Q5PH87	56127930
Q5PH87	59797651
B5F7F5	446877728
B5F7F5	197215196
B5F7F5	226699593
B4TUF7	446877728
B4TUF7	194712504
B4TUF7	226699600
Q8ZPS8	446877728
Q8ZPS8	16419859
Q8ZPS8	20137381
Q8ZPS8	16764691
B5BA35	197094074
B5BA35	446877724
B5BA35	226699599
A8GDR2	166991404
A8GDR2	501094800
A8GDR2	157322155
B2U360	187428824
B2U360	446879252
B2U360	226699601
A9N235	161363616
A9N235	446877728
A9N235	189081508
Q32FI8	82777059
Q32FI8	446879254
Q32FI8	123562498
Q32FI8	81241207
Q0T4S1	110615027
Q0T4S1	123342865
Q0T4S1	446879737
Q8Z6I5	16502850
Q8Z6I5	20137368
Q8Z6I5	16760554
Q8Z6I5	29137313
Q8Z6I5	446877730
Q7C1M5	446879276
Q7C1M5	30041271
Q7C1M5	24112893
Q7C1M5	50400384
Q7C1M5	24051837
Q9KSL2	59797892
Q9KSL2	9655726
Q9KSL2	15641257
B4T4N5	226699598
B4T4N5	194402933
B4T4N5	446877726
Q87Q39	59797862
Q87Q39	28898085
Q87Q39	28806299
Q87Q39	499418341
Q8D927	27362269
Q8D927	499393151
Q8D927	59797868
Q321G8	123559728
Q321G8	81245332
Q321G8	446879251
Q7MLE7	37198409
Q7MLE7	59797830
Q7MLE7	762206359
A9R099	488149075
A9R099	226699603
A9R099	162351194
A9R099	755425455
A7FHG9	488149075
A7FHG9	152960485
A7FHG9	166991406
Q669Z9	59797705
Q669Z9	51589939
Q669Z9	488149075
Q669Z9	755360820
Q8ZDX4	488149075
Q8ZDX4	45436865
Q8ZDX4	21958734
Q8ZDX4	218929513
Q8ZDX4	20137375
B1JJ25	488149075
B1JJ25	169750601
B1JJ25	226699604
B1JJ25	755377890
Q3Z259	73855446
Q3Z259	123617260
Q3Z259	446879275
A1JPQ9	122089417
A1JPQ9	123442456
A1JPQ9	500140395
A1JPQ9	166991405
B7L6I2	218352003
B7L6I2	445951611
B7L6I2	254813501
B7US48	254813500
B7US48	445951609
B7US48	215264956
Q8X5W0	12515720
Q8X5W0	814579330
Q8X5W0	814571929
Q8X5W0	445951608
Q8X5W0	15831670
Q8X5W0	20137343
Q8X5W0	937299266
Q8X5W0	821096054
Q8X5W0	13361883
B2K660	488149075
B2K660	186698740
B2K660	226699602
B2K660	755386021
B5YPZ7	226699606
B5YPZ7	445951608
B5YPZ7	209158220
Q9HQ18	499205455
Q9HQ18	334305798
Q9HQ18	10580881
B7MAS0	218365348
B7MAS0	226699605
B0R5G4	499205455
B0R5G4	167727195
B0R5G4	334305729
B7M1B8	218361045
B7M1B8	226699608
B7M1B8	445951611
C4ZYH1	259585565
C4ZYH1	445951619
C4ZYH1	238863780
A8AHA1	157083186
A8AHA1	189081509
A8AHA1	501082021
A7ZMH7	189081510
A7ZMH7	157078423
A7ZMH7	752463555
A7ZMH7	445951611
A8A0Q1	189081511
A8A0Q1	157066850
A8A0Q1	445951611
B7MV91	445951609
B7MV91	254813502
B7MV91	218427218
B1XG16	169889203
B1XG16	226699609
B1XG16	445951619
A1ABP5	115513010
A1ABP5	445951609
A1ABP5	189081512
Q0THB9	110343423
Q0THB9	123148035
Q0THB9	445951609
P06611	379318597
P06611	802135182
P06611	723586913
P06611	157835934
P06611	405944951
P06611	379318596
P06611	1788002
P06611	16129665
P06611	157835935
P06611	379318592
P06611	405944952
P06611	21465992
P06611	445951619
P06611	808735060
P06611	379318591
P06611	723586912
P06611	1742789
P06611	21465991
P06611	115146
B7N547	218705209
B7N547	226699610
B7N547	218432306
B7N547	445951611
B6I8R4	226699611
B6I8R4	209912284
B6I8R4	445951611
Q1RB86	91072497
Q1RB86	445951609
Q1RB86	123266066
B1LE21	170518103
B1LE21	226699612
B1LE21	445951611
Q7N3Q4	36785983
Q7N3Q4	59797836
Q8FH28	445951609
Q8FH28	32171345
Q8FH28	26108363
Q6LQ77	46913767
Q6LQ77	499538058
Q6LQ77	59797769
B7NTS2	218699723
B7NTS2	226699607
B7NTS2	218369709
B7NTS2	445951611
Q6D654	59797737
Q6D654	49611290
B5FJ99	226699613
B5FJ99	446002752
B5FJ99	197939781
B4TGI0	446002752
B4TGI0	226699615
B4TGI0	194409950
B5QVV9	226699614
B5QVV9	446002753
B5QVV9	206708954
Q5PH81	56127928
Q5PH81	59797650
Q5PH81	446002751
B1IPL8	189081513
B1IPL8	169754869
B1IPL8	445951611
B5BA33	197094072
B5BA33	446002751
B5BA33	226699616
Q57PU4	62127564
Q57PU4	446002752
Q57PU4	76364094
Q321G6	445951604
Q321G6	81245334
Q321G6	123769446
Q32FJ0	123755750
Q32FJ0	445951611
Q32FJ0	81241205
Q32FJ0	82777057
P63352	54036803
P63352	446002752
P63352	16502848
P63352	29137315
P63352	16760552
B2U358	445951610
B2U358	226699617
B2U358	187427617
Q7C1M3	24051839
Q7C1M3	24112895
Q7C1M3	445951611
Q7C1M3	30041273
Q7C1M3	50400383
Q3Z257	123746012
Q3Z257	445951611
Q3Z257	73855448
Q0T4R9	123342863
Q0T4R9	445951611
Q0T4R9	110615029
P63351	446002752
P63351	16764693
P63351	16419861
P63351	54040798
Q9KSL1	59797891
Q9KSL1	15641258
Q9KSL1	9655727
Q9KSL1	446544497
A5F1V0	227013162
A5F1V0	446544501
A5F1V0	189081514
A5F1V0	146316433
C3LLU1	254813503
C3LLU1	446544497
C3LLU1	227009305
B7VPD0	218322703
B7VPD0	254813504
B7VPD0	501626374
Q7MLE6	499462975
Q7MLE6	37198410
Q7MLE6	59797829
Q8D928	319999451
Q8D928	59797869
Q8D928	499393150
Q8ZDX6	21958736
Q8ZDX6	488156692
Q8ZDX6	20137376
Q8ZDX6	218929511
Q8ZDX6	115348122
Q8ZDX6	45436863
A7MVV6	156526012
A7MVV6	538262782
A7MVV6	189081515
Q87Q38	59797861
Q87Q38	491597434
Q87Q38	28898086
Q87Q38	28806300
Q66A01	59797706
Q66A01	51589937
A1JPQ1	189081516
A1JPQ1	122089415
A1JPQ1	123442454
A1JPQ1	500140393
B0R5G2	167727193
B0R5G2	499205453
B0R5G2	334305734
Q8X8Z0	821097720
Q8X8Z0	20137345
Q8X8Z0	937298068
Q8X8Z0	12512882
Q8X8Z0	13359618
Q8X8Z0	447052669
Q8X8Z0	814573470
Q8X8Z0	814576785
Q8X8Z0	15829416
Q8CWD2	26106502
Q8CWD2	485663014
Q8CWD2	31562958
Q6D1Z3	499407354
Q6D1Z3	59797730
Q6D1Z3	49612752
Q9HQ20	499205453
Q9HQ20	74569311
Q9HQ20	10580877
P37028	379318593
P37028	447052671
P37028	802133779
P37028	27574046
P37028	1786353
P37028	29726552
P37028	808729167
P37028	27574045
P37028	29726551
P37028	808716477
P37028	2506591
P37028	157835936
P37028	29726550
P37028	808703325
P37028	808707705
P37028	405944953
P37028	85674362
P37028	379318598
P37028	29726553
P37028	16128151
P37028	808720846
P37028	808712064
P37028	808733579
P37028	731470464
P37028	808698954
C6DC28	506321493
C6DC28	251756046
C6DC28	259585566
Q8Z9B2	16501487
Q8Z9B2	16759197
Q8Z9B2	20137370
Q8Z9B2	29136371
Q8Z9B2	447041577
Q8ZRP7	4063695
Q8ZRP7	447041587
Q8ZRP7	20137383
Q8ZRP7	16418710
Q8ZRP7	16763596
A5F5P5	146317593
A5F5P5	446882999
A5F5P5	172047591
A5F5P5	227014276
Q87SE7	28897251
Q87SE7	28805460
Q87SE7	499418205
Q87SE7	59797863
Q9KPI6	59797890
Q9KPI6	9656952
Q9KPI6	446882999
Q9KPI6	15642378
Q8DEM7	59797870
Q8DEM7	27360139
Q8DEM7	499391180
A7MXP0	166991407
A7MXP0	156524834
A7MXP0	538263424
Q6LUR6	46912164
Q6LUR6	51315855
Q6LUR6	499536529
Q8ZBM3	488150892
Q8ZBM3	218930402
Q8ZBM3	21957533
Q8ZBM3	45435015
Q8ZBM3	816662345
Q8ZBM3	115349013
Q8ZBM3	20137371
Q83MD7	38604762
Q83MD7	24050362
Q83MD7	24111596
Q83MD7	491195050
Q83MD7	30039960
Q7N842	36784322
Q7N842	51315916
Q7N842	499457806
P0CP73	338817688
P0CP73	134117113
P0CP73	50255401
P0CP72	338817689
P0CP72	58260698
P0CP72	57229840
Q45389	33564713
Q45389	33594637
Q45389	37154735
Q45389	499234107
Q9RL17	5881858
Q9RL17	21218849
Q9RL17	490076396
Q9RL17	81858766
Q9RKB5	6138857
Q9RKB5	21221609
Q9RKB5	499339101
Q9RKB5	81550336
A7HU16	694016524
A7HU16	501059335
A7HU16	154156182
Q88J44	81586187
Q88J44	499256174
Q88J44	26989524
Q88J44	24984398
Q9I3H5	499198034
Q9I3H5	9947497
Q9I3H5	15596735
Q9I3H5	81541354
A3U3H1	497490019
A3U3H1	694016523
A3U3H1	84388357
Q52664	502831105
Q52664	1655713
Q52664	294474713
Q52664	3182935
Q52663	294474712
Q52663	1655712
Q52663	334302771
Q52663	502831104
Q52663	3182934
Q52665	502831106
Q52665	3182936
Q52665	294474714
Q52665	1655714
Q52666	294474715
Q52666	3182937
Q52666	334302772
Q52666	1655715
Q52666	502831107
Q84MA5	75297892
Q84MA5	110743257
Q84MA5	332659005
Q84MA5	7268909
Q84MA5	1890309
Q84MA5	30685317
Q84MA5	2911069
Q84MA5	30102670
Q8W4K3	30725412
Q8W4K3	259678295
Q8W4K3	238479634
Q8W4K3	332640454
Q8W4K3	17064864
Q8W4K3	6006869
Q8W4K3	259460727
Q8W4K3	259440156
Q8W4K3	300588337
Q8W4K3	332640455
Q8W4K3	300576815
Q8W4K3	240255273
Q8W4K3	259683721
Q8W4K3	300559859
Q8W4K3	75304736
Q8W4K3	300651298
O64759	15226868
O64759	19699365
O64759	23308439
O64759	300559857
O64759	330253949
O64759	300651296
O64759	259683719
O64759	259460725
O64759	75278307
O64759	259678293
O64759	300576813
O64759	259440154
O64759	300588335
O64759	3033391
Q9ASS7	209529757
Q9ASS7	30696198
Q9ASS7	13605811
Q9ASS7	75308011
Q9ASS7	23306414
Q9ASS7	332195367
Q9SHH0	300576811
Q9SHH0	21436167
Q9SHH0	18176204
Q9SHH0	259440152
Q9SHH0	259678291
Q9SHH0	75313454
Q9SHH0	259683717
Q9SHH0	300588333
Q9SHH0	259460723
Q9SHH0	332191423
Q9SHH0	15220035
Q9SHH0	5734765
Q9SHH0	300559855
Q9SHH0	300651294
Q9LZ20	259440160
Q9LZ20	259683725
Q9LZ20	300588341
Q9LZ20	300559863
Q9LZ20	13430548
Q9LZ20	332003399
Q9LZ20	259460731
Q9LZ20	75311713
Q9LZ20	259678299
Q9LZ20	21553707
Q9LZ20	9758452
Q9LZ20	300651302
Q9LZ20	7413539
Q9LZ20	15238312
Q9LZ20	300576819
Q9LZ20	14532754
Q9C5D6	300559947
Q9C5D6	300576903
Q9C5D6	18390592
Q9C5D6	8810458
Q9C5D6	259683809
Q9C5D6	259440244
Q9C5D6	21280891
Q9C5D6	300651386
Q9C5D6	259678383
Q9C5D6	300588425
Q9C5D6	259460815
Q9C5D6	332189800
Q9C5D6	13430818
Q9C5D6	75308782
Q9SQZ0	75313793
Q9SQZ0	300651300
Q9SQZ0	12322779
Q9SQZ0	8567793
Q9SQZ0	259683723
Q9SQZ0	259678297
Q9SQZ0	259460729
Q9SQZ0	332641412
Q9SQZ0	300588339
Q9SQZ0	300576817
Q9SQZ0	15228334
Q9SQZ0	259440158
Q9SQZ0	300559861
Q8GYB4	10178213
Q8GYB4	75299609
Q8GYB4	259678301
Q8GYB4	259460733
Q8GYB4	26450566
Q8GYB4	300651304
Q8GYB4	259683727
Q8GYB4	259440162
Q8GYB4	30693001
Q8GYB4	332006747
Q8GYB4	300588343
Q8GYB4	300559865
Q8GYB4	300576821
O73705	2992556
O73705	5921452
C9D7C2	259906451
C9D7C2	322518442
C9D7C2	258674481
P91645	45554951
P91645	24641459
P91645	45554974
P91645	22832123
P91645	45446924
P91645	45554921
P91645	45446926
P91645	60391851
P91645	910751039
P91645	2058561
P91645	45446925
P91645	386764285
P91645	2058559
P91645	45554962
P91645	45446922
P91645	45554935
P91645	1737064
O00555	187828892
O00555	1763636
O00555	3329353
O00555	170785191
O00555	2213913
O00555	148536844
O00555	1763632
O00555	1763628
O00555	170785189
O00555	2281752
O00555	187828880
O00555	291463273
O00555	1763630
O00555	148536846
O00555	9711929
O00555	6166047
O00555	1657333
O00555	2213911
O00555	1763638
O00555	913716
P27884	1523
P27884	156119354
P27884	1527
P27884	211939196
P27884	399201
P27884	1525
P27884	1529
P97445	1710177
P97445	5921454
P97445	57790554
P97445	125987800
P97445	116174795
P54282	203111
P54282	203373
P54282	1705706
P54282	158138501
O73706	2992558
O73706	5921455
Q00975	78584988
Q00975	1809331
Q00975	4502523
Q00975	179760
Q00975	380258773
Q00975	345091034
Q00975	179758
Q00975	1705854
O55017	110225368
O55017	6166049
O55017	2811218
O55017	451659
P56698	5921456
Q02294	390981012
Q02294	1705855
Q02294	206572
O73707	2992560
O73707	5921695
Q05152	5921693
Q05152	211939190
Q05152	217716
Q05152	211939192
Q05152	126722672
O35505	2253282
O35505	5921694
Q13936	193788728
Q13936	951207
Q13936	508189
Q13936	46812307
Q13936	193788528
Q13936	193794828
Q13936	193788538
Q13936	310942923
Q13936	509178
Q13936	600971652
Q13936	193794832
Q13936	508195
Q13936	508185
Q13936	193788532
Q13936	187955897
Q13936	509048
Q13936	193788534
Q13936	508193
Q13936	508183
Q13936	508201
Q13936	463073
Q13936	224510896
Q13936	600971712
Q13936	21636579
Q13936	83754389
Q13936	508199
Q13936	179756
Q13936	509344
Q13936	193788542
Q13936	193788724
Q13936	83754385
Q13936	60933073
Q13936	509068
Q13936	264681420
Q13936	193788548
Q13936	60933096
Q13936	463082
Q13936	508187
Q13936	224510897
Q13936	12750734
Q13936	6165981
Q13936	193788540
Q13936	85544585
Q13936	60933051
Q13936	2960067
Q13936	193788536
Q13936	508191
Q13936	292275
Q13936	390136103
Q13936	466355
Q13936	193794830
Q13936	83754387
Q13936	310942924
Q13936	508197
Q13936	600971714
Q13936	193788530
Q13936	179754
Q13936	50513677
Q13936	120433602
Q13936	463079
Q13936	291895
Q13936	85544583
Q13936	1729771
Q13936	509168
Q13936	509341
Q13936	264681416
Q13936	193788732
Q13936	193788526
Q13936	193788544
Q13936	308153651
Q01815	226958556
Q01815	192960
Q01815	691720
Q01815	192318
Q01815	6165982
Q01815	192322
P15381	164838
P15381	1506
P15381	390981013
P15381	1510
P15381	211904105
P15381	116411
P15381	1508
P22002	50514011
P22002	50514012
P22002	204998
P22002	974298
P22002	116412
P22002	1245786
P22002	206578
P22002	206576
P22002	158186633
P22002	207647
O73700	46048807
O73700	2992545
O73700	2992553
O73700	2992547
O73700	2992551
O73700	2992549
O73700	6165983
Q24270	22946602
Q24270	7298274
Q24270	24584554
Q24270	457927
Q24270	24584549
Q24270	19584591
Q24270	22946601
Q24270	16182450
Q24270	24584551
Q24270	22946603
Q24270	32172454
Q01668	192807300
Q01668	312597304
Q01668	6165985
Q01668	192807298
Q01668	179764
Q01668	4502527
Q01668	1304105
Q01668	116241275
Q01668	179752
Q01668	119585694
Q01668	3025824
Q01668	164684983
Q99244	6165986
Q99244	191325
Q99244	191323
Q99246	20339001
Q99246	31414559
Q99246	5921697
Q99246	341940563
Q99246	20338999
Q99246	703491585
Q99246	134288875
Q99246	192320
Q99246	134288900
P27732	2213637
P27732	2213639
P27732	203371
P27732	1184038
P27732	736714
P27732	6165987
P27732	206574
P27732	8393030
P27732	736712
P27732	974296
P27732	2213641
P56699	5921698
Q15878	329663531
Q15878	209572758
Q15878	6165988
Q15878	443761
Q15878	170785193
Q15878	329663504
Q15878	53832005
Q15878	495868
Q15878	495870
Q61290	5921699
Q61290	522331
Q02343	1475
Q02343	399202
Q02343	1473
Q02343	156119404
Q07652	211939194
