TransporterGroup	Family	Description
T165	COG2011	ABC-type metal ion transport system, permease component
T164	PF03600	Citrate transporter
T164	TIGR00775	NhaD: Na+/H+ antiporter, NhaD family
T164	TIGR00784	citMHS: citrate transporter
T164	COG1055	Na+/H+ antiporter NhaD and related arsenite permeases
T164	COG2851	H+/citrate symporter
T163	PF11203	Putative type VII ESX secretion system translocon, EccE
T163	TIGR03923	T7SS_EccE: type VII secretion protein EccE
T162	PF03605	Anaerobic c4-dicarboxylate membrane transporter
T162	TIGR00770	Dcu: transporter, anaerobic C4-dicarboxylate uptake (Dcu) family
T162	COG2704	Anaerobic C4-dicarboxylate transporter
T161	TIGR01098	3A0109s03R: phosphate/phosphite/phosphonate ABC transporter, periplasmic binding protein
T161	COG3221	ABC-type phosphate/phosphonate transport system, periplasmic component
T160	PF04290	Tripartite ATP-independent periplasmic transporters, DctQ component
T160	COG3090	TRAP-type C4-dicarboxylate transport system, small permease component
T169	PF02421	Ferrous iron transport protein B
T169	PF07664	Ferrous iron transport protein B C terminus
T169	TIGR00437	feoB: ferrous iron transport protein B
T169	COG0370	Fe2+ transport system protein B
T168	PF09480	Type III secretion system protein PrgH-EprH (PrgH)
T168	TIGR02554	PrgH: type III secretion apparatus protein PrgH/EprH
T468	COG0569	K+ transport systems, NAD-binding component
T469	PF10392	Golgi transport complex subunit 5
T466	TIGR02551	SpaO_YscQ: type III secretion apparatus protein, YscQ/HrcQ family
T47	PF00361	Proton-conducting membrane transporter
T47	COG1009	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit
T464	COG0715	ABC-type nitrate/sulfonate/bicarbonate transport systems, periplasmic components
T465	PF05008	Vesicle transport v-SNARE protein N-terminus
T462	COG4662	ABC-type tungstate transport system, periplasmic component
T463	COG4167	ABC-type antimicrobial peptide transport system, ATPase component
T460	COG4668	Mannitol/fructose-specific phosphotransferase system, IIA domain
T461	PF05157	Type II secretion system (T2SS), protein E, N-terminal domain
T217	TIGR02633	xylG: D-xylose ABC transporter, ATP-binding protein
T217	COG1129	ABC-type sugar transport system, ATPase component
T484	PF09828	Chromate resistance exported protein
T485	COG3231	Aminoglycoside phosphotransferase
T486	PF12019	Type II transport protein GspH
T486	TIGR01708	typeII_sec_gspH: type II secretion system protein H
T487	PF00955	HCO3- transporter family
T480	COG4586	ABC-type uncharacterized transport system, ATPase component
T481	TIGR04518	ECF_S_folT_fam: ECF transporter S component, folate family
T482	COG1277	ABC-type transport system involved in multi-copper enzyme maturation, permease component
T483	PF09822	ABC-type uncharacterized transport system
T156	TIGR01776	TonB-tbp-lbp: TonB-dependent lactoferrin and transferrin receptors
T156	TIGR01779	TonB-B12: TonB-dependent vitamin B12 receptor
T156	TIGR01786	TonB-hemlactrns: TonB-dependent hemoglobin/transferrin/lactoferrin receptor family protein
T156	TIGR01785	TonB-hemin: TonB-dependent heme/hemoglobin receptor family protein
T156	TIGR01783	TonB-siderophor: TonB-dependent siderophore receptor
T156	COG1629	Outer membrane receptor proteins, mostly Fe transport
T488	PF07824	Type III secretion chaperone domain
T157	PF09075	Heat-stable enterotoxin B, secretory
T158	PF02669	K+-transporting ATPase, c chain
T158	TIGR00681	kdpC: K+-transporting ATPase, C subunit
T158	COG2156	K+-transporting ATPase, c chain
T159	PF02361	Cobalt transport protein
T159	TIGR02454	ECF_T_CbiQ: cobalt ECF transporter T component CbiQ
T159	COG0619	ABC-type cobalt transport system, permease component CbiQ and related transporters
T194	TIGR00974	3a0107s02c: phosphate ABC transporter, permease protein PstA
T194	COG0581	ABC-type phosphate transport system, permease component
T129	TIGR01272	gluP: glucose/galactose transporter WARNING
T129	TIGR00885	fucP: L-fucose:H+ symporter permease
T129	COG0738	Fucose permease
T14	PF03151	Triose-phosphate Transporter family
T15	PF07660	Secretin and TonB N terminus short domain
T15	PF00263	Bacterial type II and III secretion system protein
T15	PF03958	Bacterial type II/III secretion system short domain
T15	TIGR02516	type_III_yscC: type III secretion outer membrane pore, YscC/HrcC family
T15	TIGR02517	type_II_gspD: type II secretion system protein D
T15	COG4796	Type II secretory pathway, component HofQ
T15	COG1450	Type II secretory pathway, component PulD
T16	TIGR03022	WbaP_sugtrans: undecaprenyl-phosphate galactose phosphotransferase WbaP
T17	TIGR03023	WcaJ_sugtrans: undecaprenyl-phosphate glucose phosphotransferase
T10	TIGR04406	LPS_export_lptB: LPS export ABC transporter ATP-binding protein
T10	COG1137	ABC-type (unclassified) transport system, ATPase component
T11	COG0577	ABC-type antimicrobial peptide transport system, permease component
T11	COG1136	ABC-type antimicrobial peptide transport system, ATPase component
T12	PF01297	Zinc-uptake complex component A periplasmic
T12	COG0803	ABC-type metal ion transport system, periplasmic component/surface adhesin
T12	COG4531	ABC-type Zn2+ transport system, periplasmic component/surface adhesin
T13	TIGR02511	type_III_tyeA: type III secretion effector delivery regulator, TyeA family
T18	TIGR03025	EPS_sugtrans: exopolysaccharide biosynthesis polyprenyl glycosylphosphotransferase
T19	TIGR00932	2a37: transporter, monovalent cation:proton antiporter-2 (CPA2) family
T19	COG4651	Kef-type K+ transport system, predicted NAD-binding component
T303	COG4107	ABC-type phosphonate transport system, ATPase component
T302	TIGR03005	ectoine_ehuA: ectoine/hydroxyectoine ABC transporter, ATP-binding protein EhuA
T301	COG3822	ABC-type sugar transport system, auxiliary component
T300	PF10766	Multidrug efflux pump-associated protein AcrZ
T307	COG2893	Phosphotransferase system, mannose/fructose-specific component IIA
T307	COG3444	Phosphotransferase system, mannose/fructose/N-acetylgalactosamine-specific component IIB
T306	PF03583	Secretory lipase
T305	TIGR03431	PhnD: phosphonate ABC transporter, periplasmic phosphonate binding protein
T304	COG4209	ABC-type polysaccharide transport system, permease component
T309	TIGR00025	Mtu_efflux: ABC transporter efflux protein, DrrB family
T308	TIGR04056	OMP_RagA_SusC: TonB-linked outer membrane protein, SusC/RagA family
T308	TIGR04057	SusC_RagA_signa: TonB-dependent outer membrane receptor, SusC/RagA subfamily, signature region
T114	COG4160	ABC-type arginine/histidine transport system, permease component
T115	COG4120	ABC-type uncharacterized transport system, permease component
T112	TIGR01842	type_I_sec_PrtD: type I secretion system ATPase
T112	COG4618	ABC-type protease/lipase transport system, ATPase and permease components
T121	PF03806	AbgT putative transporter family
T121	TIGR00819	ydaH: AbgT transporter family
T121	COG2978	Putative p-aminobenzoyl-glutamate transporter
T113	COG4161	ABC-type arginine transport system, ATPase component
T282	PF06472	ABC transporter transmembrane region 2
T282	TIGR00954	3a01203: peroxysomal long chain fatty acyl transporter
T282	COG4178	ABC-type uncharacterized transport system, permease and ATPase components
T283	COG4603	ABC-type uncharacterized transport system, permease component
T280	COG4177	ABC-type branched-chain amino acid transport system, permease component
T128	PF17000	Accessory secretory protein Sec, Asp5
T286	PF03364	Polyketide cyclase / dehydrase and lipid transport
T286	COG2867	Oligoketide cyclase/lipid transport protein
T287	PF05108	Type VII secretion system ESX-1, transport TM domain B
T287	TIGR03919	T7SS_EccB: type VII secretion protein EccB
T284	COG4604	ABC-type enterochelin transport system, ATPase component
T285	TIGR03003	ectoine_ehuD: ectoine/hydroxyectoine ABC transporter, permease protein EhuD
T285	TIGR03004	ectoine_ehuC: ectoine/hydroxyectoine ABC transporter, permease protein EhuC
T285	TIGR01726	HEQRo_perm_3TM: amino ABC transporter, permease protein, 3-TM region, His/Glu/Gln/Arg/opine family
T285	COG0765	ABC-type amino acid transport system, permease component
T123	TIGR02803	ExbD_1: TonB system transport protein ExbD
T122	PF00437	Type II/IV secretion system protein
T122	TIGR03819	heli_sec_ATPase: helicase/secretion neighborhood ATPase
T122	TIGR02533	type_II_gspE: type II secretion system protein E
T122	COG2804	Type II secretory pathway, ATPase PulE/Tfp pilus assembly pathway, ATPase PilB
T288	PF10304	Required for nuclear transport of RNA pol II C-terminus 2
T288	PF10363	Required for nuclear transport of RNA pol II C-terminus 1
T120	COG1455	Phosphotransferase system cellobiose-specific component IIC
T127	TIGR01843	type_I_hlyD: type I secretion membrane fusion protein, HlyD family
T126	TIGR01846	type_I_sec_HlyB: type I secretion system ATPase
T126	COG2274	ABC-type bacteriocin/lantibiotic exporters, contain an N-terminal double-glycine peptidase domain
T125	TIGR01845	outer_NodT: efflux transporter, outer membrane factor (OMF) lipoprotein, NodT family
T124	PF02321	Outer membrane efflux protein
T124	TIGR01844	type_I_sec_TolC: type I secretion outer membrane protein, TolC family
T239	PF01636	Phosphotransferase enzyme family
T239	COG3173	Predicted aminoglycoside phosphotransferase
T238	PF16940	Chloroplast envelope transporter
T237	PF09621	Type III secretion system regulator (LcrR)
T237	TIGR02572	LcrR: type III secretion system regulator LcrR
T236	PF03135	CagE, TrbE, VirB family, component of type IV transporter system
T236	TIGR00929	VirB4_CagE: type IV secretion/conjugal transfer ATPase, VirB4 family
T236	COG3451	Type IV secretory pathway, VirB4 components
T235	TIGR00983	3a0801s02tim23: mitochondrial import inner membrane translocase subunit
T235	TIGR00980	3a0801so1tim17: mitochondrial import inner membrane translocase subunit tim17
T235	COG5596	Mitochondrial import inner membrane translocase, subunit TIM22
T234	PF03977	Na+-transporting oxaloacetate decarboxylase beta subunit
T234	TIGR03136	malonate_biotin: Na+-transporting malonate decarboxylase, carboxybiotin decarboxylase subunit
T234	COG1883	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit
T233	PF05101	Type IV secretory pathway, VirB3-like protein
T233	COG3702	Type IV secretory pathway, VirB3 components
T232	PF01384	Phosphate transporter family
T232	COG0306	Phosphate/sulphate permeases
T231	PF04392	ABC transporter substrate binding protein
T231	COG2984	ABC-type uncharacterized transport system, periplasmic component
T230	PF01475	Ferric uptake regulator family
T230	COG0735	Fe2+/Zn2+ uptake regulation proteins
T435	PF04888	Secretion system effector C (SseC) like family
T434	PF16537	Type II secretion system protein B
T437	PF05134	Type II secretion system (T2SS), protein L
T437	TIGR01709	typeII_sec_gspL: type II secretion system protein L
T437	COG3297	Type II secretory pathway, component PulL
T436	TIGR01728	SsuA_fam: ABC transporter, substrate-binding protein, aliphatic sulfonates family
T431	PF03666	Nitrogen Permease regulator of amino acid transport activity 3
T430	TIGR01729	taurine_ABC_bnd: taurine ABC transporter, periplasmic binding protein
T430	COG4521	ABC-type taurine transport system, periplasmic component
T433	PF16937	Type III secretion system translocator protein, HrpF
T432	PF13721	SecD export protein N-terminal TM region
T439	TIGR00942	2a6301s05: multicomponent Na+:H+ antiporter
T438	PF04464	CDP-Glycerol:Poly(glycerophosphate) glycerophosphotransferase
T189	COG4598	ABC-type histidine transport system, ATPase component
T188	COG4211	ABC-type glucose/galactose transport system, permease component
T273	PF02563	Polysaccharide biosynthesis/export protein
T273	COG1596	Periplasmic protein involved in polysaccharide export
T272	PF10614	Type VIII secretion system (T8SS), CsgF protein
T271	TIGR00801	ncs2: uracil-xanthine permease
T270	PF07662	Na+ dependent nucleoside transporter C-terminus
T270	TIGR00804	nupC: nucleoside transporter, NupC family
T270	COG1972	Nucleoside permease
T69	COG3633	Na+/serine symporter
T68	PF01306	LacY proton/sugar symporter
T68	TIGR00902	2A0127: MFS transporter, phenyl propionate permease (PPP) family
T68	TIGR00882	2A0105: oligosaccharide:H+ symporter
T275	PF11744	Aluminium activated malate transporter
T274	PF00359	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2
T274	COG1762	Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)
T65	COG2111	Multisubunit Na+/H+ antiporter, MnhB subunit
T64	PF00083	Sugar (and other) transporter
T64	PF08946	Osmosensory transporter coiled coil
T64	PF13000	Acetyl-coenzyme A transporter 1
T64	TIGR00887	2A0109: phosphate:H+ symporter
T64	TIGR00883	2A0106: MFS transporter, metabolite:H+ symporter (MHS) family protein
T64	TIGR00898	2A0119: cation transport protein
T64	TIGR00901	2A0125: AmpG-like permease
T64	TIGR00879	SP: MFS transporter, sugar porter (SP) family
T64	TIGR00895	2A0115: MFS transporter, aromatic acid:H+ symporter (AAHS) family
T64	TIGR00897	2A0118: polyol permease
T64	COG0477	Permeases of the major facilitator superfamily
T67	PF03239	Iron permease FTR1 family
T67	COG0672	High-affinity Fe2+/Pb2+ permease
T66	TIGR00907	2A0304: amino acid permease
T61	TIGR01301	GPH_sucrose: sucrose/H+ symporter
T60	PF01226	Formate/nitrite transporter
T60	TIGR00790	fnt: formate/nitrite transporter
T60	COG2116	Formate/nitrite family of transporters
T63	PF15305	Intraflagellar transport protein 43
T62	TIGR01300	CPA3_mnhG_phaG: monovalent cation/proton antiporter, MnhG/PhaG subunit
T62	COG1320	Multisubunit Na+/H+ antiporter, MnhG subunit
T268	PF03137	Organic Anion Transporter Polypeptide (OATP) family
T268	TIGR00805	oat: sodium-independent organic anion transporter
T378	COG0411	ABC-type branched-chain amino acid transport systems, ATPase component
T379	COG0410	ABC-type branched-chain amino acid transport systems, ATPase component
T51	PF01547	Bacterial extracellular solute-binding protein
T372	COG0559	Branched-chain amino acid ABC-type transport system, permease components
T373	PF01769	Divalent cation transporter
T370	PF09783	Vacuolar import and degradation protein
T370	COG5073	Vacuolar import and degradation protein
T371	COG0555	ABC-type sulfate transport system, permease component
T376	PF01773	Na+ dependent nucleoside transporter N-terminus
T377	PF13722	5TM C-terminal transporter carbon starvation CstA
T374	PF03612	Sorbitol phosphotransferase enzyme II N-terminus
T374	PF07663	Sorbitol phosphotransferase enzyme II C-terminus
T375	PF08318	COG4 transport protein
T152	PF04515	Plasma-membrane choline transporter
T153	COG3839	ABC-type sugar transport systems, ATPase components
T150	COG0475	Kef-type K+ transport systems, membrane components
T151	TIGR02138	phosphate_pstC: phosphate ABC transporter, permease protein PstC
T151	COG0573	ABC-type phosphate transport system, permease component
T408	TIGR04281	peripla_PGF_1: putative ABC transporter PGF-CTERM-modified substrate-binding protein
T408	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component
T409	PF11700	Vacuole effluxer Atg22 like
T409	COG2270	Permeases of the major facilitator superfamily
T154	PF12951	Autotransporter-associated beta strand repeat
T154	PF03797	Autotransporter beta-domain
T154	PF13018	Extended Signal Peptide of Type V secretion system
T154	PF16168	Adhesin of bacterial autotransporter system, probable stalk
T154	TIGR02601	autotrns_rpt: autotransporter-associated beta strand repeat
T154	TIGR01414	autotrans_barl: outer membrane autotransporter barrel domain
T154	TIGR04415	O_hepto_targRPT: autotransporter passenger strand-loop-strand repeat
T154	COG3468	Type V secretory pathway, adhesin AidA
T155	PF10636	Hemin uptake protein hemP
T155	COG4256	Hemin uptake protein
T404	PF10604	Polyketide cyclase / dehydrase and lipid transport
T405	PF03219	TLC ATP/ADP transporter
T406	PF11262	Transcription factor/nuclear export subunit protein 2
T407	PF08988	Type III secretion system, cytoplasmic E component of needle
T407	TIGR02501	type_III_yscE: type III secretion system protein, YseE family
T400	PF02534	Type IV secretory system Conjugative DNA transfer
T400	COG3505	Type IV secretory pathway, VirD4 components
T401	TIGR00955	3a01204: pigment precursor permease
T402	PF17080	Multidrug Resistance efflux pump
T403	PF10412	Type IV secretion-system coupling protein DNA-binding domain
T56	PF08334	Type II secretion system (T2SS), protein G
T56	PF02501	Type II secretion system (T2SS), protein I
T56	TIGR01710	typeII_sec_gspG: type II secretion system protein G
T56	TIGR01707	gspI: type II secretion system protein I
T56	COG2165	Type II secretory pathway, pseudopilin PulG
T57	COG0025	NhaP-type Na+/H+ and K+/H+ antiporters
T479	TIGR00941	2a6301s03: multicomponent Na+:H+ antiporter, MnhC subunit
T478	TIGR00940	2a6301s01: monovalent cation:proton antiporter
T471	TIGR04077	expor_sig_YdyF: exported signaling peptide, YydF/SAG_2028 family
T470	PF05975	Bacterial ABC transporter protein EcsB
T470	COG4473	Predicted ABC-type exoprotein transport system, permease component
T473	TIGR00893	2A0114: D-galactonate transporter
T472	TIGR02804	ExbD_2: TonB system transport protein ExbD
T475	PF01366	Herpesvirus processing and transport protein
T474	TIGR00896	CynX: cyanate transporter
T474	COG2807	Cyanate permease
T477	TIGR01188	drrA: daunorubicin resistance ABC transporter, ATP-binding protein
T476	PF03619	Organic solute transporter Ostalpha
T259	COG2223	Nitrate/nitrite transporter
T258	TIGR00797	matE: MATE efflux family protein
T258	COG0534	Na+-driven multidrug efflux pump
T318	PF00950	ABC 3 transport family
T318	COG1108	ABC-type Mn2+/Zn2+ transport systems, permease components
T319	COG4168	ABC-type antimicrobial peptide transport system, permease component
T223	COG1121	ABC-type Mn/Zn transport systems, ATPase component
T281	TIGR03659	IsdE: heme ABC transporter, heme-binding protein isdE
T29	PF01733	Nucleoside transporter
T29	TIGR00939	2a57: nucleoside Transporter
T28	TIGR04034	export_SdpA: antimicrobial peptide system protein, SdpA family
T21	PF02705	K+ potassium transporter
T21	TIGR00794	kup: potassium uptake protein
T21	COG3158	K+ transporter
T20	PF03934	Type II secretion system (T2SS), protein K
T20	COG3156	Type II secretory pathway, component PulK
T23	PF05437	Branched-chain amino acid transport protein (AzlD)
T22	COG2213	Phosphotransferase system, mannitol-specific IIBC component
T25	PF03739	Predicted permease YjgP/YjgQ family
T25	TIGR04407	LptF_YjgP: LPS export ABC transporter permease LptF
T25	TIGR04408	LptG_lptG: LPS export ABC transporter permease LptG
T25	COG0795	Predicted permeases
T24	TIGR01190	ccmB: heme exporter protein CcmB
T24	COG2386	ABC-type transport system involved in cytochrome c biogenesis, permease component
T27	TIGR01256	modA: molybdate ABC transporter, periplasmic molybdate-binding protein
T27	TIGR03730	tungstate_WtpA: tungstate ABC transporter binding protein WtpA
T27	COG0725	ABC-type molybdate transport system, periplasmic component
T26	PF04051	Transport protein particle (TRAPP) component
T26	COG5128	Transport protein particle (TRAPP) complex subunit
T338	PF04281	Mitochondrial import receptor subunit Tom22
T338	TIGR00986	3a0801s05tom22: mitochondrial import receptor subunit
T339	COG4176	ABC-type proline/glycine betaine transport system, permease component
T336	TIGR03929	T7_esaA_Nterm: type VII secretion protein EsaA
T337	COG0630	Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis
T334	TIGR00968	3a0106s01: sulfate ABC transporter, ATP-binding protein
T335	TIGR00944	2a6301s04: multicomponent K+:H+antiporter
T332	COG3845	ABC-type uncharacterized transport systems, ATPase components
T333	TIGR01288	nodI: nodulation ABC transporter NodI
T330	TIGR01197	nramp: metal ion transporter, metal ion (Mn2+/Fe2+) transporter (Nramp) family
T330	COG1914	Mn2+ and Fe2+ transporters of the NRAMP family
T331	PF03390	2-hydroxycarboxylate transporter family
T331	COG3493	Na+/citrate symporter
T53	PF01544	CorA-like Mg2+ transporter protein
T53	TIGR00383	corA: magnesium and cobalt transport protein CorA
T53	COG0598	Mg2+ and Co2+ transporters
T299	COG1118	ABC-type sulfate/molybdate transport systems, ATPase component
T106	PF00209	Sodium:neurotransmitter symporter family
T106	PF03491	Serotonin (5-HT) neurotransmitter transporter, N-terminus
T106	COG0733	Na+-dependent transporters of the SNF family
T295	TIGR01773	GABAperm: GABA permease
T295	COG1113	Gamma-aminobutyrate permease and related permeases
T294	PF05525	Branched-chain amino acid transport protein
T294	TIGR00796	livcs: branched-chain amino acid transport system II carrier protein
T294	COG1114	Branched-chain amino acid permeases
T297	PF03611	PTS system sugar-specific permease component
T297	COG3775	Phosphotransferase system, galactitol-specific IIC component
T296	COG4181	Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component
T291	PF06609	Fungal trichothecene efflux pump (TRI12)
T290	COG4214	ABC-type xylose transport system, permease component
T293	TIGR01184	ntrCD: nitrate ABC transporter, ATP-binding proteins C and D
T293	COG1116	ABC-type nitrate/sulfonate/bicarbonate transport system, ATPase component
T292	TIGR00972	3a0107s01c2: phosphate ABC transporter, ATP-binding protein
T292	COG1117	ABC-type phosphate transport system, ATPase component
T422	COG1445	Phosphotransferase system fructose-specific component IIB
T422	COG3925	N-terminal domain of the phosphotransferase system fructose-specific component IIB
T422	COG1299	Phosphotransferase system, fructose-specific IIC component
T208	TIGR01713	typeII_sec_gspC: type II secretion system protein C
T208	COG3031	Type II secretory pathway, component PulC
T209	PF02028	BCCT, betaine/carnitine/choline family transporter
T209	TIGR00842	bcct: transporter, betaine/carnitine/choline transporter (BCCT) family
T209	COG1292	Choline-glycine betaine transporter
T423	PF02472	Biopolymer transport protein ExbD/TolR
T423	COG0848	Biopolymer transport protein
T202	TIGR01183	ntrB: nitrate ABC transporter, permease protein
T202	COG0600	ABC-type nitrate/sulfonate/bicarbonate transport system, permease component
T203	TIGR02789	nickel_nikB: nickel ABC transporter, permease subunit NikB
T203	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components
T200	TIGR01102	yscR: type III secretion apparatus protein, YscR/HrcR family
T200	COG4790	Type III secretory pathway, component EscR
T201	PF01311	Bacterial export proteins, family 1
T201	TIGR01401	fliR_like_III: type III secretion apparatus protein SpaR/YscT/HrcT
T201	COG4791	Type III secretory pathway, component EscT
T206	PF01032	FecCD transport family
T206	COG4779	ABC-type enterobactin transport system, permease component
T206	COG4605	ABC-type enterochelin transport system, permease component
T206	COG4606	ABC-type enterochelin transport system, permease component
T206	COG4139	ABC-type cobalamin transport system, permease component
T206	COG0609	ABC-type Fe3+-siderophore transport system, permease component
T420	PF15048	Organic solute transporter subunit beta protein
T204	PF09515	Thiamine transporter protein (Thia_YuaJ)
T204	TIGR02357	ECF_ThiT_YuaJ: energy-coupled thiamine transporter ThiT
T205	COG1732	Periplasmic glycine betaine/choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein)
T421	TIGR00949	2A76: homoserine/Threonine efflux protein
T421	COG1280	Putative threonine efflux protein
T426	PF16860	CHCH-CHCH-like Cx9C, IMS import disulfide relay-system,
T427	PF06800	Sugar transport protein
T427	COG4975	Putative glucose uptake permease
T424	COG1869	ABC-type ribose transport system, auxiliary component
T425	TIGR00711	efflux_EmrB: drug resistance MFS transporter, drug:H+ antiporter-2 (14 Spanner) (DHA2) family
T440	PF05977	Transmembrane secretion effector
T441	COG4239	ABC-type uncharacterized transport system, permease component
T442	PF01203	Type II secretion system (T2SS), protein N
T443	TIGR04060	formate_focA: formate transporter FocA
T444	TIGR00915	2A0602: RND transporter, hydrophobe/amphiphile efflux-1 (HAE1) family
T444	COG0841	Cation/multidrug efflux pump
T445	TIGR00914	2A0601: heavy metal efflux pump, CzcA family
T445	COG3696	Putative silver efflux pump
T446	PF04120	Low affinity iron permease
T447	TIGR00892	2A0113: monocarboxylate transporter
T448	PF11732	Transcription- and export-related complex subunit
T449	TIGR02770	nickel_nikD: nickel import ATP-binding protein NikD
T118	PF01749	Importin beta binding domain
T118	COG5064	Karyopherin (importin) alpha
T119	PF02064	MAS20 protein import receptor
T119	TIGR00985	3a0801s04tom: mitochondrial import receptor subunit
T289	PF02405	Permease MlaE
T289	TIGR00056	TIGR00056: ABC transport permease subunit
T289	COG0767	ABC-type transport system involved in resistance to organic solvents, permease component
T417	PF06610	L-alanine exporter
T8	TIGR02314	ABC_MetN: D-methionine ABC transporter, ATP-binding protein
T8	COG1135	ABC-type metal ion transport system, ATPase component
T9	COG1134	ABC-type polysaccharide/polyol phosphate transport system, ATPase component
T6	PF00689	Cation transporting ATPase, C-terminus
T6	PF00690	Cation transporter/ATPase, N-terminus
T6	PF12409	P5-type ATPase cation transporter
T6	PF12424	Plasma membrane calcium transporter ATPase C terminal
T6	TIGR01647	ATPase-IIIA_H: plasma-membrane proton-efflux P-type ATPase
T6	TIGR01523	ATPase-IID_K-Na: potassium/sodium efflux P-type ATPase, fungal-type
T6	TIGR01522	ATPase-IIA2_Ca: calcium-transporting P-type ATPase, PMR1-type
T6	TIGR01106	ATPase-IIC_X-K: Na,H/K antiporter P-type ATPase, alpha subunit
T6	COG0474	Cation transport ATPase
T7	TIGR01192	chvA: glucan exporter ATP-binding protein
T7	TIGR02203	MsbA_lipidA: lipid A export permease/ATP-binding protein MsbA
T7	COG1132	ABC-type multidrug transport system, ATPase and permease components
T4	PF01891	Cobalt uptake substrate-specific transmembrane region
T4	COG0310	ABC-type Co2+ transport system, permease component
T5	TIGR03740	galliderm_ABC: lantibiotic protection ABC transporter, ATP-binding subunit
T5	TIGR01257	rim_protein: rim ABC transporter
T5	COG1131	ABC-type multidrug transport system, ATPase component
T2	PF06218	Nitrogen permease regulator 2
T3	COG0834	ABC-type amino acid transport/signal transduction systems, periplasmic component/domain
T0	COG3732	Phosphotransferase system sorbitol-specific component IIBC
T1	PF01899	Na+/H+ ion antiporter subunit
T1	COG1863	Multisubunit Na+/H+ antiporter, MnhE subunit
T416	COG1918	Fe2+ transport system protein A
T467	TIGR02995	ectoine_ehuB: ectoine/hydroxyectoine ABC transporter solute-binding protein EhuB
